421.85;	3.0276
422.22;	3.0431
422.59;	3.0584
422.96;	3.0734
423.33;	3.0883
423.70;	3.1029
424.07;	3.1173
424.44;	3.1315
424.81;	3.1454
425.18;	3.1591
425.55;	3.1726
425.91;	3.1858
426.28;	3.1988
426.65;	3.2115
427.02;	3.2240
427.39;	3.2362
427.76;	3.2482
428.13;	3.2599
428.50;	3.2713
428.87;	3.2824
429.24;	3.2933
429.61;	3.3039
429.97;	3.3143
430.34;	3.3243
430.71;	3.3341
431.08;	3.3435
431.45;	3.3527
431.82;	3.3616
432.19;	3.3702
432.56;	3.3785
432.93;	3.3865
433.30;	3.3942
433.67;	3.4016
434.03;	3.4087
434.40;	3.4155
434.77;	3.4220
435.14;	3.4282
435.51;	3.4340
435.88;	3.4396
436.25;	3.4448
436.62;	3.4497
436.99;	3.4543
437.36;	3.4585
437.73;	3.4625
438.09;	3.4661
438.46;	3.4694
438.83;	3.4724
439.20;	3.4750
439.57;	3.4774
439.94;	3.4794
440.31;	3.4810
440.68;	3.4824
441.05;	3.4834
441.42;	3.4841
441.79;	3.4844
442.15;	3.4845
442.52;	3.4842
442.89;	3.4835
443.26;	3.4826
443.63;	3.4813
444.00;	3.4797
444.37;	3.4777
444.74;	3.4755
445.11;	3.4729
445.48;	3.4699
445.85;	3.4667
446.21;	3.4631
446.58;	3.4592
446.95;	3.4550
447.32;	3.4505
447.69;	3.4457
448.06;	3.4405
448.43;	3.4350
448.80;	3.4292
449.17;	3.4231
449.54;	3.4167
449.91;	3.4099
450.27;	3.4029
450.64;	3.3955
451.01;	3.3879
451.38;	3.3799
451.75;	3.3717
452.12;	3.3631
452.49;	3.3543
452.86;	3.3452
453.23;	3.3357
453.60;	3.3260
453.97;	3.3160
454.33;	3.3057
454.70;	3.2952
455.07;	3.2843
455.44;	3.2732
455.81;	3.2619
456.18;	3.2502
456.55;	3.2383
456.92;	3.2261
457.29;	3.2137
457.66;	3.2010
458.03;	3.1881
458.39;	3.1749
458.76;	3.1615
459.13;	3.1478
459.50;	3.1339
459.87;	3.1198
460.24;	3.1055
460.61;	3.0909
460.98;	3.0761
461.35;	3.0610
461.72;	3.0458
462.09;	3.0303
462.45;	3.0147
462.82;	2.9988
463.19;	2.9828
463.56;	2.9665
463.93;	2.9501
464.30;	2.9335
464.67;	2.9167
465.04;	2.8997
465.41;	2.8825
465.78;	2.8652
466.15;	2.8477
466.52;	2.8301
466.88;	2.8123
467.25;	2.7943
467.62;	2.7762
467.99;	2.7580
468.36;	2.7396
468.73;	2.7211
469.10;	2.7024
469.47;	2.6836
469.84;	2.6647
470.21;	2.6457
470.58;	2.6266
470.94;	2.6074
471.31;	2.5880
471.68;	2.5686
472.05;	2.5491
472.42;	2.5295
472.79;	2.5098
473.16;	2.4900
473.53;	2.4701
473.90;	2.4502
474.27;	2.4302
474.64;	2.4101
475.00;	2.3900
475.37;	2.3698
475.74;	2.3496
476.11;	2.3293
476.48;	2.3090
476.85;	2.2887
477.22;	2.2683
477.59;	2.2478
477.96;	2.2274
478.33;	2.2069
478.70;	2.1864
479.06;	2.1659
479.43;	2.1454
479.80;	2.1249
480.17;	2.1044
480.54;	2.0839
480.91;	2.0634
481.28;	2.0429
481.65;	2.0224
482.02;	2.0019
482.39;	1.9814
482.76;	1.9610
483.12;	1.9406
483.49;	1.9203
483.86;	1.8999
484.23;	1.8796
484.60;	1.8594
484.97;	1.8392
485.34;	1.8190
485.71;	1.7989
486.08;	1.7789
486.45;	1.7589
486.82;	1.7389
487.18;	1.7191
487.55;	1.6993
487.92;	1.6795
488.29;	1.6599
488.66;	1.6403
489.03;	1.6208
489.40;	1.6014
489.77;	1.5820
490.14;	1.5628
490.51;	1.5436
490.88;	1.5246
491.24;	1.5056
491.61;	1.4867
491.98;	1.4679
492.35;	1.4493
492.72;	1.4307
493.09;	1.4122
493.46;	1.3938
493.83;	1.3756
494.20;	1.3575
494.57;	1.3394
494.94;	1.3215
495.30;	1.3037
495.67;	1.2861
496.04;	1.2685
496.41;	1.2511
496.78;	1.2338
497.15;	1.2166
497.52;	1.1995
497.89;	1.1826
498.26;	1.1658
498.63;	1.1491
499.00;	1.1326
499.36;	1.1162
499.73;	1.1000
500.10;	1.0838
500.47;	1.0678
500.84;	1.0520
501.21;	1.0363
501.58;	1.0207
501.95;	1.0053
502.32;	0.9900
502.69;	0.9748
503.06;	0.9598
503.42;	0.9449
503.79;	0.9302
504.16;	0.9156
504.53;	0.9012
504.90;	0.8869
505.27;	0.8728
505.64;	0.8588
506.01;	0.8449
506.38;	0.8312
506.75;	0.8177
507.12;	0.8043
507.48;	0.7910
507.85;	0.7779
508.22;	0.7649
508.59;	0.7521
508.96;	0.7394
509.33;	0.7269
509.70;	0.7145
510.07;	0.7023
510.44;	0.6902
510.81;	0.6783
511.18;	0.6665
511.55;	0.6548
511.91;	0.6433
512.28;	0.6320
512.65;	0.6207
513.02;	0.6097
513.39;	0.5987
513.76;	0.5880
514.13;	0.5773
514.50;	0.5668
514.87;	0.5564
515.24;	0.5462
515.61;	0.5361
515.97;	0.5262
516.34;	0.5164
516.71;	0.5067
517.08;	0.4972
517.45;	0.4878
517.82;	0.4785
518.19;	0.4694
518.56;	0.4604
518.93;	0.4516
519.30;	0.4428
519.67;	0.4342
520.03;	0.4258
520.40;	0.4174
520.77;	0.4092
521.14;	0.4011
521.51;	0.3932
521.88;	0.3853
522.25;	0.3776
522.62;	0.3700
522.99;	0.3626
523.36;	0.3552
523.73;	0.3480
524.09;	0.3409
524.46;	0.3339
524.83;	0.3270
525.20;	0.3203
525.57;	0.3136
525.94;	0.3071
526.31;	0.3007
526.68;	0.2944
527.05;	0.2882
527.42;	0.2821
527.79;	0.2761
528.15;	0.2702
528.52;	0.2644
528.89;	0.2588
529.26;	0.2532
529.63;	0.2477
530.00;	0.2424
530.37;	0.2371
530.74;	0.2319
531.11;	0.2268
531.48;	0.2219
531.85;	0.2170
532.21;	0.2122
532.58;	0.2075
532.95;	0.2029
533.32;	0.1983
533.69;	0.1939
534.06;	0.1896
534.43;	0.1853
534.80;	0.1811
535.17;	0.1770
535.54;	0.1730
535.91;	0.1691
536.27;	0.1652
536.64;	0.1615
537.01;	0.1578
537.38;	0.1541
537.75;	0.1506
538.12;	0.1471
538.49;	0.1437
538.86;	0.1404
539.23;	0.1371
539.60;	0.1340
539.97;	0.1308
540.33;	0.1278
540.70;	0.1248
541.07;	0.1219
541.44;	0.1190
541.81;	0.1162
542.18;	0.1135
542.55;	0.1108
542.92;	0.1082
543.29;	0.1057
543.66;	0.1032
544.03;	0.1008
544.39;	0.0984
544.76;	0.0961
545.13;	0.0938
545.50;	0.0916
545.87;	0.0894
546.24;	0.0873
546.61;	0.0853
546.98;	0.0832
547.35;	0.0813
547.72;	0.0794
548.09;	0.0775
548.45;	0.0757
548.82;	0.0739
549.19;	0.0722
549.56;	0.0705
549.93;	0.0688
550.30;	0.0672
550.67;	0.0657
551.04;	0.0641
551.41;	0.0627
551.78;	0.0612
552.15;	0.0598
552.52;	0.0584
552.88;	0.0571
553.25;	0.0558
553.62;	0.0545
553.99;	0.0533
554.36;	0.0521
554.73;	0.0509
555.10;	0.0498
555.47;	0.0487
555.84;	0.0476
556.21;	0.0466
556.58;	0.0456
556.94;	0.0446
557.31;	0.0437
557.68;	0.0427
558.05;	0.0418
558.42;	0.0410
558.79;	0.0401
559.16;	0.0393
559.53;	0.0385
559.90;	0.0377
560.27;	0.0370
560.64;	0.0363
561.00;	0.0356
561.37;	0.0349
561.74;	0.0342
562.11;	0.0336
562.48;	0.0330
562.85;	0.0324
563.22;	0.0318
563.59;	0.0312
563.96;	0.0307
564.33;	0.0302
564.70;	0.0297
565.06;	0.0292
565.43;	0.0287
565.80;	0.0283
566.17;	0.0278
566.54;	0.0274
566.91;	0.0270
567.28;	0.0266
567.65;	0.0263
568.02;	0.0259
568.39;	0.0256
568.76;	0.0252
569.12;	0.0249
569.49;	0.0246
569.86;	0.0243
570.23;	0.0240
570.60;	0.0238
570.97;	0.0235
571.34;	0.0233
571.71;	0.0230
572.08;	0.0228
572.45;	0.0226
572.82;	0.0224
573.18;	0.0222
573.55;	0.0220
573.92;	0.0219
574.29;	0.0217
574.66;	0.0216
575.03;	0.0214
575.40;	0.0213
575.77;	0.0212
576.14;	0.0210
576.51;	0.0209
576.88;	0.0208
577.24;	0.0207
577.61;	0.0207
577.98;	0.0206
578.35;	0.0205
578.72;	0.0204
579.09;	0.0204
579.46;	0.0203
579.83;	0.0203
580.20;	0.0202
580.57;	0.0202
580.94;	0.0202
581.30;	0.0202
581.67;	0.0201
582.04;	0.0201
582.41;	0.0201
582.78;	0.0201
583.15;	0.0201
583.52;	0.0201
583.89;	0.0202
584.26;	0.0202
584.63;	0.0202
585.00;	0.0202
585.36;	0.0203
585.73;	0.0203
586.10;	0.0203
586.47;	0.0204
586.84;	0.0204
587.21;	0.0205
587.58;	0.0205
587.95;	0.0206
588.32;	0.0206
588.69;	0.0207
589.06;	0.0208
589.42;	0.0208
589.79;	0.0209
590.16;	0.0210
590.53;	0.0211
590.90;	0.0212
591.27;	0.0212
591.64;	0.0213
592.01;	0.0214
592.38;	0.0215
592.75;	0.0216
593.12;	0.0217
593.48;	0.0218
593.85;	0.0219
594.22;	0.0220
594.59;	0.0221
594.96;	0.0222
595.33;	0.0223
595.70;	0.0224
596.07;	0.0225
596.44;	0.0227
596.81;	0.0228
597.18;	0.0229
597.55;	0.0230
597.91;	0.0231
598.28;	0.0233
598.65;	0.0234
599.02;	0.0235
599.39;	0.0236
599.76;	0.0238
600.13;	0.0239
600.50;	0.0240
600.87;	0.0242
601.24;	0.0243
601.61;	0.0244
601.97;	0.0246
602.34;	0.0247
602.71;	0.0248
603.08;	0.0250
603.45;	0.0251
603.82;	0.0253
604.19;	0.0254
604.56;	0.0255
604.93;	0.0257
605.30;	0.0258
605.67;	0.0260
606.03;	0.0261
606.40;	0.0263
606.77;	0.0264
607.14;	0.0266
607.51;	0.0267
607.88;	0.0269
608.25;	0.0270
608.62;	0.0272
608.99;	0.0273
609.36;	0.0275
609.73;	0.0276
610.09;	0.0278
610.46;	0.0279
610.83;	0.0281
611.20;	0.0282
611.57;	0.0284
611.94;	0.0285
612.31;	0.0287
612.68;	0.0288
613.05;	0.0290
613.42;	0.0291
613.79;	0.0293
614.15;	0.0295
614.52;	0.0296
614.89;	0.0298
615.26;	0.0299
615.63;	0.0301
616.00;	0.0302
616.37;	0.0304
616.74;	0.0306
617.11;	0.0307
617.48;	0.0309
617.85;	0.0310
618.21;	0.0312
618.58;	0.0313
618.95;	0.0315
619.32;	0.0317
619.69;	0.0318
620.06;	0.0320
620.43;	0.0321
620.80;	0.0323
621.17;	0.0324
621.54;	0.0326
621.91;	0.0328
622.27;	0.0329
622.64;	0.0331
623.01;	0.0332
623.38;	0.0334
623.75;	0.0335
624.12;	0.0337
624.49;	0.0338
624.86;	0.0340
625.23;	0.0342
625.60;	0.0343
625.97;	0.0345
626.33;	0.0346
626.70;	0.0348
627.07;	0.0349
627.44;	0.0351
627.81;	0.0352
628.18;	0.0354
628.55;	0.0355
628.92;	0.0357
629.29;	0.0358
629.66;	0.0360
630.03;	0.0361
630.39;	0.0363
630.76;	0.0364
631.13;	0.0366
631.50;	0.0367
631.87;	0.0369
632.24;	0.0370
632.61;	0.0372
632.98;	0.0373
633.35;	0.0375
633.72;	0.0376
634.09;	0.0378
634.45;	0.0379
634.82;	0.0381
635.19;	0.0382
635.56;	0.0384
635.93;	0.0385
636.30;	0.0386
636.67;	0.0388
637.04;	0.0389
637.41;	0.0391
637.78;	0.0392
638.15;	0.0393
638.52;	0.0395
638.88;	0.0396
639.25;	0.0397
639.62;	0.0399
639.99;	0.0400
640.36;	0.0402
640.73;	0.0403
641.10;	0.0404
641.47;	0.0406
641.84;	0.0407
642.21;	0.0408
642.58;	0.0409
642.94;	0.0411
643.31;	0.0412
643.68;	0.0413
644.05;	0.0415
644.42;	0.0416
644.79;	0.0417
645.16;	0.0418
645.53;	0.0419
645.90;	0.0421
646.27;	0.0422
646.64;	0.0423
647.00;	0.0424
647.37;	0.0425
647.74;	0.0427
648.11;	0.0428
648.48;	0.0429
648.85;	0.0430
649.22;	0.0431
649.59;	0.0432
649.96;	0.0433
650.33;	0.0435
650.70;	0.0436
651.06;	0.0437
651.43;	0.0438
651.80;	0.0439
652.17;	0.0440
652.54;	0.0441
652.91;	0.0442
653.28;	0.0443
653.65;	0.0444
654.02;	0.0445
654.39;	0.0446
654.76;	0.0447
655.12;	0.0448
655.49;	0.0449
655.86;	0.0450
656.23;	0.0451
656.60;	0.0452
656.97;	0.0453
657.34;	0.0453
657.71;	0.0454
658.08;	0.0455
658.45;	0.0456
658.82;	0.0457
659.18;	0.0458
659.55;	0.0458
659.92;	0.0459
660.29;	0.0460
660.66;	0.0461
661.03;	0.0462
661.40;	0.0462
661.77;	0.0463
662.14;	0.0464
662.51;	0.0465
662.88;	0.0465
663.24;	0.0466
663.61;	0.0467
663.98;	0.0467
664.35;	0.0468
664.72;	0.0469
665.09;	0.0469
665.46;	0.0470
665.83;	0.0470
666.20;	0.0471
666.57;	0.0472
666.94;	0.0472
667.30;	0.0473
667.67;	0.0473
668.04;	0.0474
668.41;	0.0474
668.78;	0.0475
669.15;	0.0475
669.52;	0.0476
669.89;	0.0476
670.26;	0.0476
670.63;	0.0477
671.00;	0.0477
671.36;	0.0478
671.73;	0.0478
672.10;	0.0478
672.47;	0.0479
672.84;	0.0479
673.21;	0.0479
673.58;	0.0480
673.95;	0.0480
674.32;	0.0480
674.69;	0.0480
675.06;	0.0481
675.42;	0.0481
675.79;	0.0481
676.16;	0.0481
676.53;	0.0482
676.90;	0.0482
677.27;	0.0482
677.64;	0.0482
678.01;	0.0482
678.38;	0.0482
678.75;	0.0482
679.12;	0.0482
679.48;	0.0482
679.85;	0.0483
680.22;	0.0483
680.59;	0.0483
680.96;	0.0483
681.33;	0.0483
681.70;	0.0483
682.07;	0.0483
682.44;	0.0482
682.81;	0.0482
683.18;	0.0482
683.55;	0.0482
683.91;	0.0482
684.28;	0.0482
684.65;	0.0482
685.02;	0.0482
685.39;	0.0482
685.76;	0.0481
686.13;	0.0481
686.50;	0.0481
686.87;	0.0481
687.24;	0.0480
687.61;	0.0480
687.97;	0.0480
688.34;	0.0480
688.71;	0.0479
689.08;	0.0479
689.45;	0.0479
689.82;	0.0478
690.19;	0.0478
690.56;	0.0478
690.93;	0.0477
691.30;	0.0477
691.67;	0.0477
692.03;	0.0476
692.40;	0.0476
692.77;	0.0475
693.14;	0.0475
693.51;	0.0474
693.88;	0.0474
694.25;	0.0473
694.62;	0.0473
694.99;	0.0472
695.36;	0.0472
695.73;	0.0471
696.09;	0.0470
696.46;	0.0470
696.83;	0.0469
697.20;	0.0469
697.57;	0.0468
697.94;	0.0467
698.31;	0.0467
698.68;	0.0466
699.05;	0.0465
699.42;	0.0465
699.79;	0.0464
700.15;	0.0463
700.52;	0.0463
700.89;	0.0462
701.26;	0.0461
701.63;	0.0460
702.00;	0.0459
702.37;	0.0459
702.74;	0.0458
703.11;	0.0457
703.48;	0.0456
703.85;	0.0455
704.21;	0.0454
704.58;	0.0454
704.95;	0.0453
705.32;	0.0452
705.69;	0.0451
706.06;	0.0450
706.43;	0.0449
706.80;	0.0448
707.17;	0.0447
707.54;	0.0446
707.91;	0.0445
708.27;	0.0444
708.64;	0.0443
709.01;	0.0442
709.38;	0.0441
709.75;	0.0440
710.12;	0.0439
710.49;	0.0438
710.86;	0.0437
711.23;	0.0436
711.60;	0.0435
711.97;	0.0434
712.33;	0.0433
712.70;	0.0431
713.07;	0.0430
713.44;	0.0429
713.81;	0.0428
714.18;	0.0427
714.55;	0.0426
714.92;	0.0425
715.29;	0.0423
715.66;	0.0422
716.03;	0.0421
716.39;	0.0420
716.76;	0.0418
717.13;	0.0417
717.50;	0.0416
717.87;	0.0415
718.24;	0.0414
718.61;	0.0412
718.98;	0.0411
719.35;	0.0410
719.72;	0.0408
720.09;	0.0407
720.45;	0.0406
720.82;	0.0404
721.19;	0.0403
721.56;	0.0402
721.93;	0.0400
722.30;	0.0399
722.67;	0.0398
723.04;	0.0396
723.41;	0.0395
723.78;	0.0394
724.15;	0.0392
724.52;	0.0391
724.88;	0.0389
725.25;	0.0388
725.62;	0.0387
725.99;	0.0385
726.36;	0.0384
726.73;	0.0382
727.10;	0.0381
727.47;	0.0379
727.84;	0.0378
728.21;	0.0377
728.58;	0.0375
728.94;	0.0374
729.31;	0.0372
729.68;	0.0371
730.05;	0.0369
730.42;	0.0368
730.79;	0.0366
731.16;	0.0365
731.53;	0.0363
731.90;	0.0362
732.27;	0.0360
732.64;	0.0359
733.00;	0.0357
733.37;	0.0356
733.74;	0.0354
734.11;	0.0352
734.48;	0.0351
734.85;	0.0349
735.22;	0.0348
735.59;	0.0346
735.96;	0.0345
736.33;	0.0343
736.70;	0.0342
737.06;	0.0340
737.43;	0.0338
737.80;	0.0337
738.17;	0.0335
738.54;	0.0334
738.91;	0.0332
739.28;	0.0331
739.65;	0.0329
740.02;	0.0327
740.39;	0.0326
740.76;	0.0324
741.12;	0.0323
741.49;	0.0321
741.86;	0.0319
742.23;	0.0318
742.60;	0.0316
742.97;	0.0315
743.34;	0.0313
743.71;	0.0311
744.08;	0.0310
744.45;	0.0308
744.82;	0.0307
745.18;	0.0305
745.55;	0.0303
745.92;	0.0302
746.29;	0.0300
746.66;	0.0299
747.03;	0.0297
747.40;	0.0295
747.77;	0.0294
748.14;	0.0292
748.51;	0.0290
748.88;	0.0289
749.24;	0.0287
749.61;	0.0286
749.98;	0.0284
750.35;	0.0282
750.72;	0.0281
751.09;	0.0279
751.46;	0.0278
751.83;	0.0276
752.20;	0.0274
752.57;	0.0273
752.94;	0.0271
753.30;	0.0270
753.67;	0.0268
754.04;	0.0266
754.41;	0.0265
754.78;	0.0263
755.15;	0.0262
755.52;	0.0260
755.89;	0.0258
756.26;	0.0257
756.63;	0.0255
757.00;	0.0254
757.36;	0.0252
757.73;	0.0250
758.10;	0.0249
758.47;	0.0247
758.84;	0.0246
759.21;	0.0244
759.58;	0.0243
759.95;	0.0241
760.32;	0.0239
760.69;	0.0238
761.06;	0.0236
761.42;	0.0235
761.79;	0.0233
762.16;	0.0232
762.53;	0.0230
762.90;	0.0229
763.27;	0.0227
763.64;	0.0226
764.01;	0.0224
764.38;	0.0222
764.75;	0.0221
765.12;	0.0219
765.48;	0.0218
765.85;	0.0216
766.22;	0.0215
766.59;	0.0213
766.96;	0.0212
767.33;	0.0210
767.70;	0.0209
768.07;	0.0207
768.44;	0.0206
768.81;	0.0204
769.18;	0.0203
769.55;	0.0202
769.91;	0.0200
770.28;	0.0199
770.65;	0.0197
771.02;	0.0196
771.39;	0.0194
771.76;	0.0193
772.13;	0.0191
772.50;	0.0190
772.87;	0.0189
773.24;	0.0187
773.61;	0.0186
773.97;	0.0184
774.34;	0.0183
774.71;	0.0181
775.08;	0.0180
775.45;	0.0179
775.82;	0.0177
776.19;	0.0176
776.56;	0.0175
776.93;	0.0173
777.30;	0.0172
777.67;	0.0170
778.03;	0.0169
778.40;	0.0168
778.77;	0.0166
779.14;	0.0165
779.51;	0.0164
779.88;	0.0162
780.25;	0.0161
780.62;	0.0160
780.99;	0.0158
781.36;	0.0157
781.73;	0.0156
782.09;	0.0155
782.46;	0.0153
782.83;	0.0152
783.20;	0.0151
783.57;	0.0150
783.94;	0.0148
784.31;	0.0147
784.68;	0.0146
785.05;	0.0145
785.42;	0.0143
785.79;	0.0142
786.15;	0.0141
786.52;	0.0140
786.89;	0.0138
787.26;	0.0137
787.63;	0.0136
788.00;	0.0135
