םל	Ïמדכ.
556.00	0.007
555.00	0.007
554.00	0.007
553.00	0.007
552.00	0.007
551.00	0.007
550.00	0.007
549.00	0.007
548.00	0.007
547.00	0.008
546.00	0.007
545.00	0.007
544.00	0.007
543.00	0.007
542.00	0.007
541.00	0.008
540.00	0.008
539.00	0.008
538.00	0.008
537.00	0.008
536.00	0.008
535.00	0.008
534.00	0.008
533.00	0.008
532.00	0.008
531.00	0.008
530.00	0.008
529.00	0.008
528.00	0.008
527.00	0.008
526.00	0.009
525.00	0.008
524.00	0.008
523.00	0.008
522.00	0.008
521.00	0.009
520.00	0.009
519.00	0.009
518.00	0.009
517.00	0.009
516.00	0.009
515.00	0.009
514.00	0.010
513.00	0.010
512.00	0.009
511.00	0.010
510.00	0.010
509.00	0.010
508.00	0.010
507.00	0.011
506.00	0.011
505.00	0.011
504.00	0.011
503.00	0.011
502.00	0.012
501.00	0.012
500.00	0.012
499.00	0.013
498.00	0.013
497.00	0.013
496.00	0.013
495.00	0.014
494.00	0.014
493.00	0.014
492.00	0.015
491.00	0.015
490.00	0.015
489.00	0.016
488.00	0.016
487.00	0.016
486.00	0.016
485.00	0.017
484.00	0.018
483.00	0.018
482.00	0.018
481.00	0.019
480.00	0.019
479.00	0.019
478.00	0.020
477.00	0.020
476.00	0.021
475.00	0.021
474.00	0.022
473.00	0.022
472.00	0.023
471.00	0.023
470.00	0.024
469.00	0.025
468.00	0.025
467.00	0.026
466.00	0.026
465.00	0.027
464.00	0.027
463.00	0.028
462.00	0.029
461.00	0.029
460.00	0.030
459.00	0.030
458.00	0.031
457.00	0.031
456.00	0.032
455.00	0.033
454.00	0.033
453.00	0.034
452.00	0.035
451.00	0.035
450.00	0.036
449.00	0.036
448.00	0.037
447.00	0.037
446.00	0.038
445.00	0.037
444.00	0.039
443.00	0.038
442.00	0.039
441.00	0.039
440.00	0.040
439.00	0.041
438.00	0.041
437.00	0.041
436.00	0.042
435.00	0.042
434.00	0.043
433.00	0.042
432.00	0.043
431.00	0.043
430.00	0.043
429.00	0.044
428.00	0.045
427.00	0.044
426.00	0.045
425.00	0.045
424.00	0.045
423.00	0.046
422.00	0.046
421.00	0.046
420.00	0.046
419.00	0.046
418.00	0.046
417.00	0.047
416.00	0.047
415.00	0.046
414.00	0.047
413.00	0.047
412.00	0.047
411.00	0.047
410.00	0.046
409.00	0.047
408.00	0.046
407.00	0.047
406.00	0.047
405.00	0.046
404.00	0.047
403.00	0.047
402.00	0.047
401.00	0.047
400.00	0.046
399.00	0.046
398.00	0.047
397.00	0.047
396.00	0.046
395.00	0.047
394.00	0.047
393.00	0.047
392.00	0.047
391.00	0.048
390.00	0.047
389.00	0.048
388.00	0.048
387.00	0.049
386.00	0.049
385.00	0.049
384.00	0.050
383.00	0.050
382.00	0.051
381.00	0.051
380.00	0.053
379.00	0.054
378.00	0.054
377.00	0.055
376.00	0.056
375.00	0.057
374.00	0.058
373.00	0.060
372.00	0.059
371.00	0.062
370.00	0.061
369.00	0.065
368.00	0.066
367.00	0.067
366.00	0.070
365.00	0.070
364.00	0.073
363.00	0.073
362.00	0.076
361.00	0.077
360.00	0.080
359.00	0.077
358.00	0.083
357.00	0.078
356.00	0.084
355.00	0.087
354.00	0.086
353.00	0.092
352.00	0.093
351.00	0.097
350.00	0.100
349.00	0.101
348.00	0.105
347.00	0.106
346.00	0.107
345.00	0.111
344.00	0.112
343.00	0.115
342.00	0.117
341.00	0.120
340.00	0.123
339.00	0.122
338.00	0.127
337.00	0.128
336.00	0.132
335.00	0.135
334.00	0.136
333.00	0.140
332.00	0.140
331.00	0.145
330.00	0.145
329.00	0.151
328.00	0.152
327.00	0.155
326.00	0.159
325.00	0.161
324.00	0.165
323.00	0.165
322.00	0.171
321.00	0.173
320.00	0.175
319.00	0.177
318.00	0.179
317.00	0.185
316.00	0.185
315.00	0.189
314.00	0.191
313.00	0.195
312.00	0.198
311.00	0.201
310.00	0.205
309.00	0.209
308.00	0.213
307.00	0.214
306.00	0.221
305.00	0.224
304.00	0.229
303.00	0.231
302.00	0.234
301.00	0.240
300.00	0.244
299.00	0.249
298.00	0.251
297.00	0.258
296.00	0.261
295.00	0.264
294.00	0.269
293.00	0.274
292.00	0.278
291.00	0.284
290.00	0.289
289.00	0.297
288.00	0.302
287.00	0.309
286.00	0.314
285.00	0.323
284.00	0.329
283.00	0.333
282.00	0.340
281.00	0.348
280.00	0.356
279.00	0.366
278.00	0.375
277.00	0.382
276.00	0.391
275.00	0.399
274.00	0.409
273.00	0.418
272.00	0.429
271.00	0.437
270.00	0.448
269.00	0.458
268.00	0.472
267.00	0.482
266.00	0.493
265.00	0.505
264.00	0.517
263.00	0.530
262.00	0.542
261.00	0.555
260.00	0.568
259.00	0.581
258.00	0.590
257.00	0.602
256.00	0.617
255.00	0.628
254.00	0.640
253.00	0.652
252.00	0.661
251.00	0.670
250.00	0.679
249.00	0.686
248.00	0.693
247.00	0.700
246.00	0.704
245.00	0.710
244.00	0.716
243.00	0.719
242.00	0.722
241.00	0.727
240.00	0.729
239.00	0.732
238.00	0.737
237.00	0.741
236.00	0.745
235.00	0.752
234.00	0.759
233.00	0.762
232.00	0.772
231.00	0.784
230.00	0.799
229.00	0.816
228.00	0.830
227.00	0.850
226.00	0.865
225.00	0.865
224.00	0.873
223.00	0.757
222.00	0.607
221.00	0.434
220.00	0.430
219.00	0.356
218.00	0.404
217.00	0.309
216.00	0.269
215.00	0.285
214.00	0.249
213.00	0.279
212.00	0.187
211.00	0.211
210.00	0.198
209.00	0.192
208.00	0.134
207.00	0.136
206.00	0.107
205.00	0.181
204.00	0.095
203.00	0.071
202.00	0.068
201.00	0.046
200.00	0.083
