םל	Ïמדכ.
344.00	0.034
343.00	0.031
342.00	0.030
341.00	0.033
340.00	0.036
339.00	0.035
338.00	0.034
337.00	0.034
336.00	0.035
335.00	0.036
334.00	0.037
333.00	0.038
332.00	0.036
331.00	0.037
330.00	0.039
329.00	0.040
328.00	0.039
327.00	0.039
326.00	0.039
325.00	0.042
324.00	0.042
323.00	0.042
322.00	0.042
321.00	0.043
320.00	0.043
319.00	0.043
318.00	0.044
317.00	0.044
316.00	0.042
315.00	0.043
314.00	0.045
313.00	0.046
312.00	0.045
311.00	0.046
310.00	0.048
309.00	0.049
308.00	0.047
307.00	0.047
306.00	0.049
305.00	0.053
304.00	0.053
303.00	0.052
302.00	0.051
301.00	0.054
300.00	0.057
299.00	0.059
298.00	0.058
297.00	0.060
296.00	0.062
295.00	0.063
294.00	0.066
293.00	0.069
292.00	0.070
291.00	0.072
290.00	0.076
289.00	0.080
288.00	0.083
287.00	0.084
286.00	0.087
285.00	0.092
284.00	0.096
283.00	0.097
282.00	0.102
281.00	0.107
280.00	0.111
279.00	0.116
278.00	0.121
277.00	0.126
276.00	0.131
275.00	0.137
274.00	0.142
273.00	0.148
272.00	0.154
271.00	0.158
270.00	0.164
269.00	0.172
268.00	0.181
267.00	0.188
266.00	0.195
265.00	0.204
264.00	0.213
263.00	0.222
262.00	0.230
261.00	0.240
260.00	0.252
259.00	0.263
258.00	0.270
257.00	0.279
256.00	0.293
255.00	0.305
254.00	0.315
253.00	0.326
252.00	0.336
251.00	0.345
250.00	0.355
249.00	0.366
248.00	0.374
247.00	0.382
246.00	0.390
245.00	0.399
244.00	0.408
243.00	0.418
242.00	0.425
241.00	0.433
240.00	0.442
239.00	0.452
238.00	0.462
237.00	0.472
236.00	0.482
235.00	0.495
234.00	0.509
233.00	0.517
232.00	0.532
231.00	0.549
230.00	0.568
229.00	0.594
228.00	0.614
227.00	0.633
226.00	0.654
225.00	0.660
224.00	0.665
223.00	0.577
222.00	0.434
221.00	0.314
220.00	0.292
219.00	0.252
218.00	0.244
217.00	0.195
216.00	0.142
215.00	0.171
214.00	0.157
213.00	0.163
212.00	0.134
211.00	0.094
210.00	0.121
209.00	0.027
208.00	0.069
207.00	0.012
206.00	0.036
205.00	0.069
204.00	0.006
203.00	0.025
202.00	-0.064
201.00	0.004
200.00	-0.050
