םל	Ïמדכ.
344.00	0.048
343.00	0.049
342.00	0.047
341.00	0.047
340.00	0.050
339.00	0.050
338.00	0.050
337.00	0.054
336.00	0.055
335.00	0.054
334.00	0.056
333.00	0.059
332.00	0.057
331.00	0.057
330.00	0.060
329.00	0.060
328.00	0.061
327.00	0.064
326.00	0.066
325.00	0.066
324.00	0.069
323.00	0.069
322.00	0.068
321.00	0.071
320.00	0.072
319.00	0.071
318.00	0.073
317.00	0.077
316.00	0.076
315.00	0.076
314.00	0.080
313.00	0.081
312.00	0.081
311.00	0.084
310.00	0.084
309.00	0.085
308.00	0.087
307.00	0.088
306.00	0.090
305.00	0.095
304.00	0.096
303.00	0.097
302.00	0.101
301.00	0.102
300.00	0.104
299.00	0.107
298.00	0.109
297.00	0.111
296.00	0.115
295.00	0.118
294.00	0.120
293.00	0.124
292.00	0.126
291.00	0.129
290.00	0.136
289.00	0.139
288.00	0.143
287.00	0.149
286.00	0.153
285.00	0.158
284.00	0.164
283.00	0.165
282.00	0.171
281.00	0.177
280.00	0.182
279.00	0.190
278.00	0.197
277.00	0.203
276.00	0.210
275.00	0.218
274.00	0.225
273.00	0.233
272.00	0.240
271.00	0.247
270.00	0.257
269.00	0.266
268.00	0.275
267.00	0.285
266.00	0.294
265.00	0.304
264.00	0.316
263.00	0.327
262.00	0.338
261.00	0.351
260.00	0.364
259.00	0.376
258.00	0.387
257.00	0.399
256.00	0.414
255.00	0.426
254.00	0.438
253.00	0.450
252.00	0.461
251.00	0.473
250.00	0.483
249.00	0.493
248.00	0.502
247.00	0.510
246.00	0.517
245.00	0.525
244.00	0.532
243.00	0.540
242.00	0.547
241.00	0.553
240.00	0.560
239.00	0.566
238.00	0.574
237.00	0.580
236.00	0.587
235.00	0.596
234.00	0.606
233.00	0.612
232.00	0.622
231.00	0.633
230.00	0.646
229.00	0.665
228.00	0.681
227.00	0.699
226.00	0.710
225.00	0.705
224.00	0.708
223.00	0.625
222.00	0.468
221.00	0.402
220.00	0.323
219.00	0.293
218.00	0.276
217.00	0.233
216.00	0.209
215.00	0.282
214.00	0.165
213.00	0.187
212.00	0.150
211.00	0.123
210.00	0.107
209.00	0.091
208.00	0.114
207.00	0.075
206.00	0.058
205.00	0.081
204.00	0.085
203.00	0.036
202.00	0.024
201.00	-0.028
200.00	0.061
