םל	Ïמדכ.
344.00	0.091
343.00	0.092
342.00	0.091
341.00	0.097
340.00	0.096
339.00	0.096
338.00	0.101
337.00	0.101
336.00	0.106
335.00	0.107
334.00	0.108
333.00	0.113
332.00	0.112
331.00	0.115
330.00	0.119
329.00	0.121
328.00	0.125
327.00	0.127
326.00	0.129
325.00	0.134
324.00	0.134
323.00	0.137
322.00	0.140
321.00	0.142
320.00	0.145
319.00	0.144
318.00	0.148
317.00	0.151
316.00	0.150
315.00	0.155
314.00	0.157
313.00	0.160
312.00	0.164
311.00	0.165
310.00	0.170
309.00	0.174
308.00	0.176
307.00	0.179
306.00	0.181
305.00	0.187
304.00	0.189
303.00	0.193
302.00	0.196
301.00	0.199
300.00	0.206
299.00	0.208
298.00	0.211
297.00	0.217
296.00	0.219
295.00	0.223
294.00	0.229
293.00	0.232
292.00	0.236
291.00	0.241
290.00	0.246
289.00	0.254
288.00	0.259
287.00	0.264
286.00	0.270
285.00	0.276
284.00	0.285
283.00	0.286
282.00	0.294
281.00	0.301
280.00	0.309
279.00	0.319
278.00	0.326
277.00	0.336
276.00	0.343
275.00	0.353
274.00	0.361
273.00	0.370
272.00	0.380
271.00	0.388
270.00	0.398
269.00	0.408
268.00	0.421
267.00	0.432
266.00	0.442
265.00	0.456
264.00	0.467
263.00	0.481
262.00	0.494
261.00	0.507
260.00	0.522
259.00	0.534
258.00	0.545
257.00	0.558
256.00	0.574
255.00	0.587
254.00	0.597
253.00	0.608
252.00	0.620
251.00	0.630
250.00	0.638
249.00	0.647
248.00	0.655
247.00	0.663
246.00	0.669
245.00	0.674
244.00	0.680
243.00	0.687
242.00	0.690
241.00	0.694
240.00	0.699
239.00	0.704
238.00	0.707
237.00	0.712
236.00	0.717
235.00	0.726
234.00	0.733
233.00	0.737
232.00	0.747
231.00	0.760
230.00	0.776
229.00	0.798
228.00	0.815
227.00	0.827
226.00	0.846
225.00	0.853
224.00	0.803
223.00	0.728
222.00	0.518
221.00	0.412
220.00	0.351
219.00	0.305
218.00	0.317
217.00	0.279
216.00	0.204
215.00	0.262
214.00	0.172
213.00	0.217
212.00	0.211
211.00	0.121
210.00	0.163
209.00	0.041
208.00	0.079
207.00	0.082
206.00	0.084
205.00	0.100
204.00	0.005
203.00	0.070
202.00	-0.023
201.00	0.011
200.00	-0.003
