םל	Ïמדכ.
549.00	0.003
548.00	0.002
547.00	0.003
546.00	0.002
545.00	0.003
544.00	0.003
543.00	0.003
542.00	0.002
541.00	0.003
540.00	0.003
539.00	0.003
538.00	0.003
537.00	0.003
536.00	0.003
535.00	0.003
534.00	0.003
533.00	0.003
532.00	0.003
531.00	0.003
530.00	0.003
529.00	0.003
528.00	0.003
527.00	0.003
526.00	0.003
525.00	0.003
524.00	0.003
523.00	0.003
522.00	0.003
521.00	0.003
520.00	0.004
519.00	0.003
518.00	0.003
517.00	0.004
516.00	0.004
515.00	0.003
514.00	0.004
513.00	0.004
512.00	0.004
511.00	0.004
510.00	0.004
509.00	0.004
508.00	0.004
507.00	0.004
506.00	0.004
505.00	0.005
504.00	0.005
503.00	0.005
502.00	0.005
501.00	0.005
500.00	0.005
499.00	0.005
498.00	0.005
497.00	0.006
496.00	0.006
495.00	0.006
494.00	0.006
493.00	0.006
492.00	0.007
491.00	0.007
490.00	0.007
489.00	0.007
488.00	0.007
487.00	0.008
486.00	0.008
485.00	0.008
484.00	0.008
483.00	0.009
482.00	0.009
481.00	0.009
480.00	0.010
479.00	0.010
478.00	0.011
477.00	0.010
476.00	0.011
475.00	0.011
474.00	0.012
473.00	0.012
472.00	0.013
471.00	0.013
470.00	0.013
469.00	0.014
468.00	0.014
467.00	0.015
466.00	0.015
465.00	0.016
464.00	0.016
463.00	0.017
462.00	0.017
461.00	0.017
460.00	0.018
459.00	0.018
458.00	0.019
457.00	0.019
456.00	0.020
455.00	0.020
454.00	0.021
453.00	0.021
452.00	0.022
451.00	0.022
450.00	0.023
449.00	0.023
448.00	0.024
447.00	0.024
446.00	0.024
445.00	0.024
444.00	0.025
443.00	0.025
442.00	0.025
441.00	0.026
440.00	0.026
439.00	0.027
438.00	0.027
437.00	0.028
436.00	0.028
435.00	0.028
434.00	0.028
433.00	0.029
432.00	0.029
431.00	0.029
430.00	0.029
429.00	0.030
428.00	0.030
427.00	0.030
426.00	0.031
425.00	0.030
424.00	0.031
423.00	0.031
422.00	0.031
421.00	0.031
420.00	0.031
419.00	0.031
418.00	0.031
417.00	0.031
416.00	0.031
415.00	0.031
414.00	0.031
413.00	0.031
412.00	0.031
411.00	0.030
410.00	0.030
409.00	0.030
408.00	0.030
407.00	0.030
406.00	0.029
405.00	0.029
404.00	0.029
403.00	0.029
402.00	0.028
401.00	0.028
400.00	0.027
399.00	0.027
398.00	0.026
397.00	0.027
396.00	0.026
395.00	0.025
394.00	0.025
393.00	0.025
392.00	0.025
391.00	0.024
390.00	0.023
389.00	0.023
388.00	0.023
387.00	0.022
386.00	0.022
385.00	0.022
384.00	0.022
383.00	0.022
382.00	0.021
381.00	0.021
380.00	0.023
379.00	0.022
378.00	0.022
377.00	0.022
376.00	0.022
375.00	0.022
374.00	0.022
373.00	0.022
372.00	0.024
371.00	0.023
370.00	0.022
369.00	0.023
368.00	0.024
367.00	0.025
366.00	0.025
365.00	0.026
364.00	0.027
363.00	0.026
362.00	0.027
361.00	0.029
360.00	0.030
359.00	0.028
358.00	0.029
357.00	0.029
356.00	0.029
355.00	0.029
354.00	0.030
353.00	0.033
352.00	0.035
351.00	0.033
350.00	0.032
349.00	0.037
348.00	0.040
347.00	0.038
346.00	0.036
345.00	0.039
344.00	0.041
343.00	0.037
342.00	0.037
341.00	0.042
340.00	0.042
339.00	0.040
338.00	0.043
337.00	0.045
336.00	0.043
335.00	0.042
334.00	0.045
333.00	0.048
332.00	0.046
331.00	0.047
330.00	0.051
329.00	0.051
328.00	0.050
327.00	0.051
326.00	0.053
325.00	0.053
324.00	0.054
323.00	0.056
322.00	0.058
321.00	0.058
320.00	0.058
319.00	0.059
318.00	0.059
317.00	0.059
316.00	0.060
315.00	0.062
314.00	0.062
313.00	0.065
312.00	0.067
311.00	0.066
310.00	0.068
309.00	0.070
308.00	0.070
307.00	0.070
306.00	0.073
305.00	0.075
304.00	0.075
303.00	0.078
302.00	0.081
301.00	0.082
300.00	0.084
299.00	0.087
298.00	0.088
297.00	0.090
296.00	0.093
295.00	0.096
294.00	0.099
293.00	0.103
292.00	0.104
291.00	0.108
290.00	0.113
289.00	0.115
288.00	0.119
287.00	0.124
286.00	0.127
285.00	0.132
284.00	0.138
283.00	0.139
282.00	0.144
281.00	0.150
280.00	0.156
279.00	0.163
278.00	0.170
277.00	0.176
276.00	0.181
275.00	0.189
274.00	0.195
273.00	0.202
272.00	0.208
271.00	0.216
270.00	0.223
269.00	0.231
268.00	0.242
267.00	0.250
266.00	0.259
265.00	0.270
264.00	0.280
263.00	0.291
262.00	0.303
261.00	0.314
260.00	0.326
259.00	0.337
258.00	0.347
257.00	0.358
256.00	0.374
255.00	0.387
254.00	0.398
253.00	0.410
252.00	0.420
251.00	0.431
250.00	0.441
249.00	0.452
248.00	0.461
247.00	0.470
246.00	0.477
245.00	0.485
244.00	0.492
243.00	0.500
242.00	0.507
241.00	0.515
240.00	0.522
239.00	0.530
238.00	0.537
237.00	0.544
236.00	0.553
235.00	0.562
234.00	0.574
233.00	0.579
232.00	0.591
231.00	0.604
230.00	0.619
229.00	0.639
228.00	0.657
227.00	0.675
226.00	0.688
225.00	0.687
224.00	0.679
223.00	0.601
222.00	0.456
221.00	0.364
220.00	0.321
219.00	0.261
218.00	0.291
217.00	0.245
216.00	0.212
215.00	0.254
214.00	0.201
213.00	0.171
212.00	0.143
211.00	0.102
210.00	0.126
209.00	0.057
208.00	0.097
207.00	0.077
206.00	0.066
205.00	0.024
204.00	0.012
203.00	0.039
202.00	-0.005
201.00	-0.002
200.00	0.035
