םל	Ïמדכ.
549.00	0.003
548.00	0.003
547.00	0.003
546.00	0.002
545.00	0.003
544.00	0.003
543.00	0.002
542.00	0.003
541.00	0.003
540.00	0.003
539.00	0.003
538.00	0.003
537.00	0.003
536.00	0.003
535.00	0.003
534.00	0.003
533.00	0.003
532.00	0.003
531.00	0.003
530.00	0.003
529.00	0.003
528.00	0.003
527.00	0.003
526.00	0.003
525.00	0.003
524.00	0.003
523.00	0.003
522.00	0.004
521.00	0.004
520.00	0.004
519.00	0.004
518.00	0.004
517.00	0.004
516.00	0.004
515.00	0.004
514.00	0.005
513.00	0.005
512.00	0.004
511.00	0.005
510.00	0.005
509.00	0.005
508.00	0.005
507.00	0.006
506.00	0.006
505.00	0.006
504.00	0.006
503.00	0.006
502.00	0.006
501.00	0.007
500.00	0.007
499.00	0.007
498.00	0.007
497.00	0.008
496.00	0.008
495.00	0.008
494.00	0.008
493.00	0.009
492.00	0.009
491.00	0.009
490.00	0.010
489.00	0.010
488.00	0.010
487.00	0.011
486.00	0.011
485.00	0.012
484.00	0.012
483.00	0.013
482.00	0.013
481.00	0.013
480.00	0.014
479.00	0.014
478.00	0.014
477.00	0.015
476.00	0.015
475.00	0.015
474.00	0.016
473.00	0.016
472.00	0.017
471.00	0.018
470.00	0.018
469.00	0.019
468.00	0.019
467.00	0.020
466.00	0.020
465.00	0.021
464.00	0.021
463.00	0.022
462.00	0.023
461.00	0.023
460.00	0.024
459.00	0.024
458.00	0.025
457.00	0.025
456.00	0.026
455.00	0.027
454.00	0.027
453.00	0.027
452.00	0.028
451.00	0.029
450.00	0.029
449.00	0.029
448.00	0.030
447.00	0.031
446.00	0.031
445.00	0.031
444.00	0.031
443.00	0.032
442.00	0.032
441.00	0.033
440.00	0.033
439.00	0.034
438.00	0.034
437.00	0.035
436.00	0.035
435.00	0.035
434.00	0.036
433.00	0.036
432.00	0.036
431.00	0.037
430.00	0.036
429.00	0.037
428.00	0.038
427.00	0.037
426.00	0.038
425.00	0.038
424.00	0.039
423.00	0.038
422.00	0.039
421.00	0.039
420.00	0.039
419.00	0.039
418.00	0.039
417.00	0.039
416.00	0.039
415.00	0.040
414.00	0.040
413.00	0.040
412.00	0.040
411.00	0.039
410.00	0.040
409.00	0.039
408.00	0.039
407.00	0.039
406.00	0.039
405.00	0.039
404.00	0.039
403.00	0.039
402.00	0.039
401.00	0.039
400.00	0.039
399.00	0.038
398.00	0.039
397.00	0.039
396.00	0.039
395.00	0.039
394.00	0.039
393.00	0.039
392.00	0.039
391.00	0.039
390.00	0.039
389.00	0.038
388.00	0.040
387.00	0.039
386.00	0.040
385.00	0.040
384.00	0.040
383.00	0.042
382.00	0.042
381.00	0.042
380.00	0.044
379.00	0.044
378.00	0.044
377.00	0.046
376.00	0.046
375.00	0.046
374.00	0.048
373.00	0.049
372.00	0.050
371.00	0.054
370.00	0.052
369.00	0.053
368.00	0.055
367.00	0.056
366.00	0.057
365.00	0.059
364.00	0.061
363.00	0.062
362.00	0.065
361.00	0.065
360.00	0.068
359.00	0.069
358.00	0.068
357.00	0.070
356.00	0.069
355.00	0.072
354.00	0.077
353.00	0.077
352.00	0.081
351.00	0.085
350.00	0.084
349.00	0.087
348.00	0.091
347.00	0.088
346.00	0.091
345.00	0.094
344.00	0.095
343.00	0.097
342.00	0.098
341.00	0.102
340.00	0.106
339.00	0.104
338.00	0.110
337.00	0.111
336.00	0.114
335.00	0.117
334.00	0.118
333.00	0.122
332.00	0.123
331.00	0.125
330.00	0.130
329.00	0.131
328.00	0.136
327.00	0.136
326.00	0.139
325.00	0.143
324.00	0.143
323.00	0.148
322.00	0.149
321.00	0.153
320.00	0.154
319.00	0.154
318.00	0.160
317.00	0.162
316.00	0.163
315.00	0.166
314.00	0.168
313.00	0.174
312.00	0.174
311.00	0.179
310.00	0.181
309.00	0.186
308.00	0.189
307.00	0.190
306.00	0.196
305.00	0.198
304.00	0.203
303.00	0.205
302.00	0.208
301.00	0.214
300.00	0.216
299.00	0.222
298.00	0.224
297.00	0.230
296.00	0.234
295.00	0.237
294.00	0.243
293.00	0.246
292.00	0.251
291.00	0.255
290.00	0.262
289.00	0.268
288.00	0.273
287.00	0.280
286.00	0.284
285.00	0.293
284.00	0.299
283.00	0.303
282.00	0.309
281.00	0.316
280.00	0.325
279.00	0.334
278.00	0.343
277.00	0.350
276.00	0.360
275.00	0.367
274.00	0.378
273.00	0.386
272.00	0.395
271.00	0.403
270.00	0.413
269.00	0.424
268.00	0.436
267.00	0.447
266.00	0.457
265.00	0.470
264.00	0.482
263.00	0.494
262.00	0.507
261.00	0.519
260.00	0.533
259.00	0.545
258.00	0.555
257.00	0.567
256.00	0.582
255.00	0.594
254.00	0.606
253.00	0.617
252.00	0.626
251.00	0.636
250.00	0.645
249.00	0.653
248.00	0.659
247.00	0.666
246.00	0.672
245.00	0.677
244.00	0.681
243.00	0.686
242.00	0.691
241.00	0.694
240.00	0.697
239.00	0.703
238.00	0.707
237.00	0.711
236.00	0.716
235.00	0.724
234.00	0.731
233.00	0.736
232.00	0.745
231.00	0.759
230.00	0.775
229.00	0.798
228.00	0.814
227.00	0.827
226.00	0.842
225.00	0.844
224.00	0.821
223.00	0.724
222.00	0.548
221.00	0.429
220.00	0.444
219.00	0.347
218.00	0.379
217.00	0.273
216.00	0.267
215.00	0.260
214.00	0.264
213.00	0.270
212.00	0.187
211.00	0.235
210.00	0.174
209.00	0.090
208.00	0.149
207.00	0.199
206.00	0.109
205.00	0.126
204.00	0.074
203.00	0.091
202.00	0.037
201.00	0.037
200.00	0.020
