םל	Ïמדכ.
549.00	0.003
548.00	0.002
547.00	0.003
546.00	0.002
545.00	0.003
544.00	0.003
543.00	0.003
542.00	0.002
541.00	0.003
540.00	0.003
539.00	0.003
538.00	0.002
537.00	0.003
536.00	0.003
535.00	0.003
534.00	0.003
533.00	0.003
532.00	0.003
531.00	0.003
530.00	0.003
529.00	0.003
528.00	0.003
527.00	0.003
526.00	0.003
525.00	0.003
524.00	0.003
523.00	0.003
522.00	0.003
521.00	0.003
520.00	0.003
519.00	0.003
518.00	0.003
517.00	0.004
516.00	0.004
515.00	0.003
514.00	0.004
513.00	0.003
512.00	0.003
511.00	0.004
510.00	0.004
509.00	0.004
508.00	0.004
507.00	0.004
506.00	0.004
505.00	0.004
504.00	0.004
503.00	0.005
502.00	0.004
501.00	0.005
500.00	0.005
499.00	0.005
498.00	0.005
497.00	0.006
496.00	0.005
495.00	0.005
494.00	0.006
493.00	0.006
492.00	0.006
491.00	0.006
490.00	0.006
489.00	0.007
488.00	0.007
487.00	0.007
486.00	0.007
485.00	0.008
484.00	0.007
483.00	0.008
482.00	0.009
481.00	0.009
480.00	0.009
479.00	0.009
478.00	0.010
477.00	0.010
476.00	0.010
475.00	0.010
474.00	0.011
473.00	0.011
472.00	0.012
471.00	0.012
470.00	0.012
469.00	0.013
468.00	0.013
467.00	0.014
466.00	0.014
465.00	0.015
464.00	0.015
463.00	0.015
462.00	0.016
461.00	0.016
460.00	0.017
459.00	0.017
458.00	0.018
457.00	0.018
456.00	0.019
455.00	0.019
454.00	0.020
453.00	0.020
452.00	0.021
451.00	0.021
450.00	0.022
449.00	0.021
448.00	0.022
447.00	0.023
446.00	0.023
445.00	0.023
444.00	0.024
443.00	0.024
442.00	0.025
441.00	0.025
440.00	0.025
439.00	0.026
438.00	0.026
437.00	0.026
436.00	0.027
435.00	0.027
434.00	0.027
433.00	0.027
432.00	0.027
431.00	0.027
430.00	0.027
429.00	0.029
428.00	0.029
427.00	0.028
426.00	0.029
425.00	0.029
424.00	0.029
423.00	0.030
422.00	0.030
421.00	0.030
420.00	0.030
419.00	0.029
418.00	0.029
417.00	0.030
416.00	0.029
415.00	0.030
414.00	0.030
413.00	0.029
412.00	0.029
411.00	0.028
410.00	0.028
409.00	0.028
408.00	0.028
407.00	0.028
406.00	0.027
405.00	0.027
404.00	0.027
403.00	0.026
402.00	0.026
401.00	0.025
400.00	0.025
399.00	0.025
398.00	0.024
397.00	0.024
396.00	0.024
395.00	0.023
394.00	0.023
393.00	0.023
392.00	0.022
391.00	0.022
390.00	0.021
389.00	0.020
388.00	0.020
387.00	0.019
386.00	0.019
385.00	0.019
384.00	0.019
383.00	0.019
382.00	0.019
381.00	0.018
380.00	0.019
379.00	0.018
378.00	0.018
377.00	0.017
376.00	0.017
375.00	0.017
374.00	0.017
373.00	0.017
372.00	0.018
371.00	0.019
370.00	0.018
369.00	0.018
368.00	0.019
367.00	0.018
366.00	0.019
365.00	0.020
364.00	0.021
363.00	0.021
362.00	0.022
361.00	0.022
360.00	0.022
359.00	0.022
358.00	0.024
357.00	0.021
356.00	0.021
355.00	0.024
354.00	0.025
353.00	0.025
352.00	0.027
351.00	0.027
350.00	0.027
349.00	0.025
348.00	0.027
347.00	0.026
346.00	0.025
345.00	0.026
344.00	0.030
343.00	0.030
342.00	0.028
341.00	0.029
340.00	0.029
339.00	0.027
338.00	0.026
337.00	0.028
336.00	0.031
335.00	0.030
334.00	0.033
333.00	0.033
332.00	0.033
331.00	0.031
330.00	0.031
329.00	0.031
328.00	0.033
327.00	0.034
326.00	0.034
325.00	0.034
324.00	0.034
323.00	0.033
322.00	0.032
321.00	0.033
320.00	0.033
319.00	0.033
318.00	0.034
317.00	0.034
316.00	0.033
315.00	0.032
314.00	0.031
313.00	0.032
312.00	0.033
311.00	0.034
310.00	0.033
309.00	0.034
308.00	0.033
307.00	0.033
306.00	0.032
305.00	0.034
304.00	0.035
303.00	0.036
302.00	0.036
301.00	0.036
300.00	0.037
299.00	0.037
298.00	0.038
297.00	0.041
296.00	0.042
295.00	0.043
294.00	0.043
293.00	0.044
292.00	0.046
291.00	0.049
290.00	0.051
289.00	0.053
288.00	0.054
287.00	0.057
286.00	0.060
285.00	0.064
284.00	0.067
283.00	0.067
282.00	0.070
281.00	0.074
280.00	0.079
279.00	0.084
278.00	0.087
277.00	0.090
276.00	0.094
275.00	0.100
274.00	0.104
273.00	0.109
272.00	0.112
271.00	0.117
270.00	0.122
269.00	0.128
268.00	0.135
267.00	0.141
266.00	0.147
265.00	0.154
264.00	0.161
263.00	0.169
262.00	0.177
261.00	0.186
260.00	0.195
259.00	0.203
258.00	0.210
257.00	0.219
256.00	0.232
255.00	0.240
254.00	0.250
253.00	0.260
252.00	0.270
251.00	0.278
250.00	0.287
249.00	0.297
248.00	0.305
247.00	0.313
246.00	0.322
245.00	0.331
244.00	0.340
243.00	0.350
242.00	0.358
241.00	0.368
240.00	0.378
239.00	0.389
238.00	0.400
237.00	0.413
236.00	0.426
235.00	0.438
234.00	0.453
233.00	0.462
232.00	0.476
231.00	0.494
230.00	0.513
229.00	0.535
228.00	0.554
227.00	0.570
226.00	0.582
225.00	0.593
224.00	0.587
223.00	0.509
222.00	0.385
221.00	0.293
220.00	0.282
219.00	0.197
218.00	0.216
217.00	0.170
216.00	0.141
215.00	0.203
214.00	0.153
213.00	0.161
212.00	0.107
211.00	0.101
210.00	0.068
209.00	0.054
208.00	0.032
207.00	0.018
206.00	-0.011
205.00	0.017
204.00	-0.013
203.00	0.005
202.00	-0.025
201.00	-0.030
200.00	-0.032
