םל	Ïמדכ.
385.00	0.047
384.00	0.049
383.00	0.049
382.00	0.049
381.00	0.050
380.00	0.051
379.00	0.052
378.00	0.054
377.00	0.054
376.00	0.055
375.00	0.055
374.00	0.057
373.00	0.057
372.00	0.059
371.00	0.061
370.00	0.061
369.00	0.062
368.00	0.063
367.00	0.065
366.00	0.066
365.00	0.069
364.00	0.070
363.00	0.073
362.00	0.073
361.00	0.075
360.00	0.078
359.00	0.077
358.00	0.081
357.00	0.079
356.00	0.086
355.00	0.085
354.00	0.085
353.00	0.089
352.00	0.089
351.00	0.092
350.00	0.095
349.00	0.096
348.00	0.100
347.00	0.102
346.00	0.101
345.00	0.107
344.00	0.107
343.00	0.108
342.00	0.112
341.00	0.113
340.00	0.118
339.00	0.117
338.00	0.121
337.00	0.124
336.00	0.126
335.00	0.130
334.00	0.131
333.00	0.136
332.00	0.136
331.00	0.138
330.00	0.141
329.00	0.144
328.00	0.149
327.00	0.149
326.00	0.155
325.00	0.156
324.00	0.159
323.00	0.161
322.00	0.163
321.00	0.169
320.00	0.168
319.00	0.171
318.00	0.175
317.00	0.178
316.00	0.181
315.00	0.182
314.00	0.187
313.00	0.189
312.00	0.194
311.00	0.195
310.00	0.199
309.00	0.204
308.00	0.205
307.00	0.210
306.00	0.211
305.00	0.218
304.00	0.220
303.00	0.224
302.00	0.226
301.00	0.231
300.00	0.237
299.00	0.238
298.00	0.244
297.00	0.248
296.00	0.252
295.00	0.256
294.00	0.262
293.00	0.265
292.00	0.270
291.00	0.274
290.00	0.282
289.00	0.288
288.00	0.293
287.00	0.299
286.00	0.305
285.00	0.313
284.00	0.318
283.00	0.323
282.00	0.328
281.00	0.337
280.00	0.344
279.00	0.355
278.00	0.363
277.00	0.371
276.00	0.380
275.00	0.389
274.00	0.399
273.00	0.408
272.00	0.418
271.00	0.426
270.00	0.437
269.00	0.446
268.00	0.460
267.00	0.470
266.00	0.482
265.00	0.494
264.00	0.507
263.00	0.519
262.00	0.532
261.00	0.545
260.00	0.558
259.00	0.571
258.00	0.580
257.00	0.593
256.00	0.608
255.00	0.620
254.00	0.629
253.00	0.641
252.00	0.653
251.00	0.660
250.00	0.667
249.00	0.678
248.00	0.684
247.00	0.689
246.00	0.695
245.00	0.702
244.00	0.705
243.00	0.710
242.00	0.715
241.00	0.718
240.00	0.720
239.00	0.725
238.00	0.729
237.00	0.733
236.00	0.738
235.00	0.745
234.00	0.752
233.00	0.756
232.00	0.765
231.00	0.778
230.00	0.794
229.00	0.814
228.00	0.829
227.00	0.854
226.00	0.870
225.00	0.878
224.00	0.901
223.00	0.771
222.00	0.567
221.00	0.441
220.00	0.397
219.00	0.304
218.00	0.347
217.00	0.312
216.00	0.246
215.00	0.256
214.00	0.218
213.00	0.213
212.00	0.201
211.00	0.183
210.00	0.112
209.00	0.060
208.00	0.095
207.00	0.149
206.00	0.084
205.00	0.086
204.00	0.005
203.00	0.082
202.00	0.034
201.00	-0.029
200.00	0.071
