םל	Ïמדכ.
344.00	0.054
343.00	0.057
342.00	0.056
341.00	0.056
340.00	0.059
339.00	0.059
338.00	0.058
337.00	0.062
336.00	0.062
335.00	0.062
334.00	0.066
333.00	0.068
332.00	0.067
331.00	0.070
330.00	0.071
329.00	0.072
328.00	0.075
327.00	0.075
326.00	0.075
325.00	0.080
324.00	0.078
323.00	0.079
322.00	0.084
321.00	0.084
320.00	0.085
319.00	0.087
318.00	0.088
317.00	0.089
316.00	0.091
315.00	0.091
314.00	0.092
313.00	0.096
312.00	0.096
311.00	0.098
310.00	0.101
309.00	0.103
308.00	0.105
307.00	0.107
306.00	0.108
305.00	0.113
304.00	0.115
303.00	0.116
302.00	0.119
301.00	0.121
300.00	0.123
299.00	0.127
298.00	0.128
297.00	0.131
296.00	0.136
295.00	0.139
294.00	0.142
293.00	0.145
292.00	0.149
291.00	0.151
290.00	0.157
289.00	0.162
288.00	0.166
287.00	0.172
286.00	0.176
285.00	0.181
284.00	0.189
283.00	0.190
282.00	0.197
281.00	0.203
280.00	0.209
279.00	0.218
278.00	0.224
277.00	0.230
276.00	0.239
275.00	0.245
274.00	0.253
273.00	0.261
272.00	0.268
271.00	0.276
270.00	0.285
269.00	0.293
268.00	0.305
267.00	0.314
266.00	0.324
265.00	0.336
264.00	0.346
263.00	0.359
262.00	0.371
261.00	0.383
260.00	0.398
259.00	0.410
258.00	0.420
257.00	0.433
256.00	0.448
255.00	0.460
254.00	0.472
253.00	0.485
252.00	0.494
251.00	0.506
250.00	0.517
249.00	0.525
248.00	0.534
247.00	0.542
246.00	0.550
245.00	0.558
244.00	0.563
243.00	0.571
242.00	0.577
241.00	0.583
240.00	0.589
239.00	0.594
238.00	0.600
237.00	0.607
236.00	0.615
235.00	0.623
234.00	0.630
233.00	0.635
232.00	0.646
231.00	0.659
230.00	0.676
229.00	0.694
228.00	0.711
227.00	0.725
226.00	0.742
225.00	0.748
224.00	0.719
223.00	0.662
222.00	0.529
221.00	0.385
220.00	0.360
219.00	0.303
218.00	0.256
217.00	0.298
216.00	0.227
215.00	0.325
214.00	0.172
213.00	0.184
212.00	0.170
211.00	0.146
210.00	0.185
209.00	0.092
208.00	0.079
207.00	0.129
206.00	0.097
205.00	0.057
204.00	0.045
203.00	0.084
202.00	0.036
201.00	0.014
200.00	0.025
