םל	Ïמדכ.
343.00	0.042
342.00	0.041
341.00	0.044
340.00	0.041
339.00	0.041
338.00	0.042
337.00	0.042
336.00	0.043
335.00	0.042
334.00	0.044
333.00	0.047
332.00	0.046
331.00	0.047
330.00	0.048
329.00	0.049
328.00	0.051
327.00	0.049
326.00	0.050
325.00	0.052
324.00	0.050
323.00	0.051
322.00	0.051
321.00	0.051
320.00	0.053
319.00	0.051
318.00	0.053
317.00	0.055
316.00	0.053
315.00	0.055
314.00	0.055
313.00	0.056
312.00	0.057
311.00	0.057
310.00	0.058
309.00	0.060
308.00	0.059
307.00	0.060
306.00	0.061
305.00	0.062
304.00	0.063
303.00	0.064
302.00	0.063
301.00	0.067
300.00	0.069
299.00	0.071
298.00	0.074
297.00	0.077
296.00	0.080
295.00	0.082
294.00	0.085
293.00	0.088
292.00	0.093
291.00	0.096
290.00	0.102
289.00	0.109
288.00	0.114
287.00	0.120
286.00	0.127
285.00	0.134
284.00	0.142
283.00	0.147
282.00	0.155
281.00	0.163
280.00	0.174
279.00	0.185
278.00	0.195
277.00	0.206
276.00	0.216
275.00	0.226
274.00	0.238
273.00	0.249
272.00	0.259
271.00	0.271
270.00	0.282
269.00	0.294
268.00	0.310
267.00	0.321
266.00	0.333
265.00	0.347
264.00	0.360
263.00	0.373
262.00	0.388
261.00	0.400
260.00	0.414
259.00	0.427
258.00	0.435
257.00	0.446
256.00	0.461
255.00	0.468
254.00	0.476
253.00	0.484
252.00	0.492
251.00	0.497
250.00	0.501
249.00	0.505
248.00	0.508
247.00	0.509
246.00	0.511
245.00	0.513
244.00	0.513
243.00	0.516
242.00	0.517
241.00	0.519
240.00	0.523
239.00	0.526
238.00	0.532
237.00	0.539
236.00	0.546
235.00	0.556
234.00	0.568
233.00	0.575
232.00	0.588
231.00	0.605
230.00	0.623
229.00	0.646
228.00	0.666
227.00	0.690
226.00	0.719
225.00	0.720
224.00	0.707
223.00	0.672
222.00	0.527
221.00	0.423
220.00	0.411
219.00	0.364
218.00	0.347
217.00	0.287
216.00	0.266
215.00	0.327
214.00	0.283
213.00	0.261
212.00	0.315
211.00	0.176
210.00	0.198
209.00	0.201
208.00	0.210
207.00	0.155
206.00	0.198
205.00	0.171
204.00	0.147
203.00	0.240
202.00	0.121
201.00	0.077
200.00	0.087
