םל	Ïמדכ.
549.00	0.003
548.00	0.003
547.00	0.003
546.00	0.003
545.00	0.003
544.00	0.003
543.00	0.003
542.00	0.003
541.00	0.003
540.00	0.004
539.00	0.004
538.00	0.004
537.00	0.004
536.00	0.004
535.00	0.004
534.00	0.004
533.00	0.004
532.00	0.004
531.00	0.004
530.00	0.004
529.00	0.005
528.00	0.005
527.00	0.005
526.00	0.005
525.00	0.005
524.00	0.005
523.00	0.005
522.00	0.005
521.00	0.005
520.00	0.005
519.00	0.006
518.00	0.006
517.00	0.006
516.00	0.006
515.00	0.006
514.00	0.006
513.00	0.006
512.00	0.007
511.00	0.007
510.00	0.007
509.00	0.007
508.00	0.008
507.00	0.008
506.00	0.008
505.00	0.008
504.00	0.009
503.00	0.009
502.00	0.009
501.00	0.010
500.00	0.010
499.00	0.010
498.00	0.011
497.00	0.011
496.00	0.011
495.00	0.012
494.00	0.012
493.00	0.012
492.00	0.013
491.00	0.013
490.00	0.013
489.00	0.014
488.00	0.014
487.00	0.015
486.00	0.015
485.00	0.015
484.00	0.016
483.00	0.017
482.00	0.017
481.00	0.018
480.00	0.018
479.00	0.018
478.00	0.019
477.00	0.020
476.00	0.020
475.00	0.020
474.00	0.021
473.00	0.021
472.00	0.022
471.00	0.023
470.00	0.023
469.00	0.024
468.00	0.024
467.00	0.025
466.00	0.025
465.00	0.026
464.00	0.026
463.00	0.027
462.00	0.027
461.00	0.028
460.00	0.029
459.00	0.029
458.00	0.030
457.00	0.030
456.00	0.031
455.00	0.032
454.00	0.032
453.00	0.033
452.00	0.033
451.00	0.034
450.00	0.035
449.00	0.035
448.00	0.036
447.00	0.036
446.00	0.037
445.00	0.037
444.00	0.038
443.00	0.038
442.00	0.039
441.00	0.040
440.00	0.039
439.00	0.040
438.00	0.041
437.00	0.041
436.00	0.042
435.00	0.042
434.00	0.043
433.00	0.043
432.00	0.043
431.00	0.043
430.00	0.044
429.00	0.043
428.00	0.044
427.00	0.045
426.00	0.045
425.00	0.045
424.00	0.045
423.00	0.046
422.00	0.046
421.00	0.046
420.00	0.047
419.00	0.046
418.00	0.047
417.00	0.047
416.00	0.047
415.00	0.047
414.00	0.047
413.00	0.047
412.00	0.047
411.00	0.047
410.00	0.048
409.00	0.047
408.00	0.047
407.00	0.048
406.00	0.048
405.00	0.048
404.00	0.048
403.00	0.048
402.00	0.047
401.00	0.048
400.00	0.048
399.00	0.049
398.00	0.049
397.00	0.049
396.00	0.049
395.00	0.049
394.00	0.050
393.00	0.050
392.00	0.050
391.00	0.052
390.00	0.051
389.00	0.052
388.00	0.053
387.00	0.054
386.00	0.054
385.00	0.055
384.00	0.056
383.00	0.055
382.00	0.058
381.00	0.058
380.00	0.059
379.00	0.060
378.00	0.062
377.00	0.063
376.00	0.064
375.00	0.066
374.00	0.067
373.00	0.069
372.00	0.069
371.00	0.071
370.00	0.073
369.00	0.075
368.00	0.076
367.00	0.077
366.00	0.080
365.00	0.082
364.00	0.086
363.00	0.088
362.00	0.089
361.00	0.092
360.00	0.095
359.00	0.092
358.00	0.099
357.00	0.102
356.00	0.104
355.00	0.107
354.00	0.107
353.00	0.112
352.00	0.115
351.00	0.113
350.00	0.121
349.00	0.123
348.00	0.123
347.00	0.129
346.00	0.132
345.00	0.133
344.00	0.135
343.00	0.142
342.00	0.142
341.00	0.146
340.00	0.152
339.00	0.151
338.00	0.155
337.00	0.161
336.00	0.164
335.00	0.166
334.00	0.171
333.00	0.171
332.00	0.174
331.00	0.176
330.00	0.180
329.00	0.183
328.00	0.187
327.00	0.191
326.00	0.195
325.00	0.199
324.00	0.202
323.00	0.208
322.00	0.209
321.00	0.211
320.00	0.216
319.00	0.220
318.00	0.220
317.00	0.226
316.00	0.228
315.00	0.231
314.00	0.235
313.00	0.241
312.00	0.245
311.00	0.250
310.00	0.252
309.00	0.258
308.00	0.262
307.00	0.263
306.00	0.268
305.00	0.274
304.00	0.276
303.00	0.282
302.00	0.287
301.00	0.292
300.00	0.297
299.00	0.302
298.00	0.306
297.00	0.310
296.00	0.314
295.00	0.322
294.00	0.324
293.00	0.330
292.00	0.335
291.00	0.340
290.00	0.347
289.00	0.354
288.00	0.361
287.00	0.370
286.00	0.375
285.00	0.383
284.00	0.388
283.00	0.394
282.00	0.401
281.00	0.409
280.00	0.418
279.00	0.430
278.00	0.439
277.00	0.448
276.00	0.456
275.00	0.466
274.00	0.474
273.00	0.484
272.00	0.495
271.00	0.505
270.00	0.516
269.00	0.528
268.00	0.539
267.00	0.552
266.00	0.562
265.00	0.574
264.00	0.585
263.00	0.598
262.00	0.611
261.00	0.624
260.00	0.636
259.00	0.649
258.00	0.659
257.00	0.671
256.00	0.685
255.00	0.695
254.00	0.705
253.00	0.713
252.00	0.723
251.00	0.730
250.00	0.736
249.00	0.745
248.00	0.749
247.00	0.753
246.00	0.760
245.00	0.762
244.00	0.765
243.00	0.770
242.00	0.771
241.00	0.774
240.00	0.776
239.00	0.778
238.00	0.783
237.00	0.785
236.00	0.789
235.00	0.796
234.00	0.799
233.00	0.802
232.00	0.812
231.00	0.819
230.00	0.827
229.00	0.843
228.00	0.852
227.00	0.856
226.00	0.851
225.00	0.842
224.00	0.817
223.00	0.773
222.00	0.712
221.00	0.672
220.00	0.694
219.00	0.629
218.00	0.646
217.00	0.606
216.00	0.530
215.00	0.642
214.00	0.539
213.00	0.622
212.00	0.431
211.00	0.614
210.00	0.382
209.00	0.468
208.00	0.435
207.00	0.504
206.00	0.402
205.00	0.431
204.00	0.499
203.00	0.413
202.00	0.321
201.00	0.439
200.00	0.462
