םל	Ïמדכ.
343.00	0.044
342.00	0.045
341.00	0.045
340.00	0.047
339.00	0.047
338.00	0.046
337.00	0.049
336.00	0.049
335.00	0.048
334.00	0.050
333.00	0.051
332.00	0.050
331.00	0.051
330.00	0.052
329.00	0.051
328.00	0.053
327.00	0.051
326.00	0.052
325.00	0.054
324.00	0.054
323.00	0.053
322.00	0.055
321.00	0.055
320.00	0.054
319.00	0.054
318.00	0.054
317.00	0.055
316.00	0.055
315.00	0.055
314.00	0.056
313.00	0.058
312.00	0.057
311.00	0.057
310.00	0.059
309.00	0.060
308.00	0.060
307.00	0.061
306.00	0.061
305.00	0.063
304.00	0.065
303.00	0.065
302.00	0.065
301.00	0.069
300.00	0.070
299.00	0.072
298.00	0.074
297.00	0.077
296.00	0.079
295.00	0.081
294.00	0.084
293.00	0.088
292.00	0.091
291.00	0.094
290.00	0.099
289.00	0.105
288.00	0.109
287.00	0.115
286.00	0.121
285.00	0.127
284.00	0.134
283.00	0.138
282.00	0.146
281.00	0.152
280.00	0.162
279.00	0.172
278.00	0.181
277.00	0.190
276.00	0.200
275.00	0.209
274.00	0.219
273.00	0.230
272.00	0.238
271.00	0.247
270.00	0.259
269.00	0.269
268.00	0.282
267.00	0.293
266.00	0.305
265.00	0.316
264.00	0.329
263.00	0.342
262.00	0.353
261.00	0.365
260.00	0.379
259.00	0.389
258.00	0.398
257.00	0.409
256.00	0.421
255.00	0.430
254.00	0.438
253.00	0.445
252.00	0.453
251.00	0.458
250.00	0.463
249.00	0.468
248.00	0.471
247.00	0.474
246.00	0.476
245.00	0.478
244.00	0.482
243.00	0.484
242.00	0.486
241.00	0.490
240.00	0.493
239.00	0.498
238.00	0.504
237.00	0.511
236.00	0.521
235.00	0.531
234.00	0.543
233.00	0.550
232.00	0.564
231.00	0.581
230.00	0.601
229.00	0.629
228.00	0.652
227.00	0.677
226.00	0.698
225.00	0.716
224.00	0.728
223.00	0.640
222.00	0.515
221.00	0.400
220.00	0.370
219.00	0.325
218.00	0.364
217.00	0.295
216.00	0.240
215.00	0.278
214.00	0.208
213.00	0.258
212.00	0.242
211.00	0.191
210.00	0.159
209.00	0.123
208.00	0.148
207.00	0.152
206.00	0.129
205.00	0.172
204.00	0.127
203.00	0.068
202.00	0.017
201.00	0.115
200.00	0.125
