םל	Ïמדכ.
556.00	0.006
555.00	0.006
554.00	0.006
553.00	0.006
552.00	0.006
551.00	0.006
550.00	0.006
549.00	0.006
548.00	0.006
547.00	0.007
546.00	0.006
545.00	0.006
544.00	0.006
543.00	0.006
542.00	0.006
541.00	0.007
540.00	0.007
539.00	0.007
538.00	0.007
537.00	0.007
536.00	0.007
535.00	0.007
534.00	0.007
533.00	0.007
532.00	0.007
531.00	0.006
530.00	0.007
529.00	0.007
528.00	0.007
527.00	0.007
526.00	0.007
525.00	0.007
524.00	0.007
523.00	0.007
522.00	0.007
521.00	0.007
520.00	0.008
519.00	0.008
518.00	0.008
517.00	0.008
516.00	0.008
515.00	0.008
514.00	0.008
513.00	0.008
512.00	0.008
511.00	0.009
510.00	0.008
509.00	0.008
508.00	0.009
507.00	0.009
506.00	0.009
505.00	0.009
504.00	0.010
503.00	0.010
502.00	0.010
501.00	0.010
500.00	0.010
499.00	0.010
498.00	0.011
497.00	0.011
496.00	0.011
495.00	0.011
494.00	0.011
493.00	0.012
492.00	0.013
491.00	0.013
490.00	0.013
489.00	0.014
488.00	0.014
487.00	0.014
486.00	0.014
485.00	0.015
484.00	0.015
483.00	0.015
482.00	0.016
481.00	0.016
480.00	0.016
479.00	0.017
478.00	0.017
477.00	0.018
476.00	0.018
475.00	0.018
474.00	0.019
473.00	0.020
472.00	0.020
471.00	0.021
470.00	0.021
469.00	0.022
468.00	0.022
467.00	0.023
466.00	0.023
465.00	0.023
464.00	0.024
463.00	0.025
462.00	0.026
461.00	0.026
460.00	0.027
459.00	0.027
458.00	0.027
457.00	0.028
456.00	0.029
455.00	0.029
454.00	0.030
453.00	0.030
452.00	0.031
451.00	0.032
450.00	0.032
449.00	0.032
448.00	0.033
447.00	0.034
446.00	0.034
445.00	0.034
444.00	0.034
443.00	0.035
442.00	0.035
441.00	0.036
440.00	0.036
439.00	0.037
438.00	0.037
437.00	0.038
436.00	0.038
435.00	0.038
434.00	0.039
433.00	0.039
432.00	0.039
431.00	0.039
430.00	0.039
429.00	0.040
428.00	0.040
427.00	0.040
426.00	0.041
425.00	0.040
424.00	0.041
423.00	0.041
422.00	0.041
421.00	0.042
420.00	0.042
419.00	0.041
418.00	0.042
417.00	0.042
416.00	0.042
415.00	0.042
414.00	0.042
413.00	0.042
412.00	0.042
411.00	0.042
410.00	0.042
409.00	0.042
408.00	0.041
407.00	0.042
406.00	0.042
405.00	0.041
404.00	0.041
403.00	0.041
402.00	0.041
401.00	0.041
400.00	0.041
399.00	0.041
398.00	0.040
397.00	0.040
396.00	0.040
395.00	0.040
394.00	0.040
393.00	0.040
392.00	0.040
391.00	0.041
390.00	0.040
389.00	0.039
388.00	0.041
387.00	0.040
386.00	0.040
385.00	0.041
384.00	0.040
383.00	0.041
382.00	0.042
381.00	0.042
380.00	0.043
379.00	0.044
378.00	0.044
377.00	0.044
376.00	0.045
375.00	0.046
374.00	0.046
373.00	0.047
372.00	0.048
371.00	0.050
370.00	0.049
369.00	0.052
368.00	0.053
367.00	0.053
366.00	0.056
365.00	0.056
364.00	0.058
363.00	0.060
362.00	0.060
361.00	0.062
360.00	0.064
359.00	0.067
358.00	0.064
357.00	0.064
356.00	0.068
355.00	0.067
354.00	0.070
353.00	0.075
352.00	0.077
351.00	0.078
350.00	0.080
349.00	0.081
348.00	0.081
347.00	0.086
346.00	0.086
345.00	0.087
344.00	0.093
343.00	0.091
342.00	0.091
341.00	0.097
340.00	0.095
339.00	0.096
338.00	0.100
337.00	0.100
336.00	0.105
335.00	0.106
334.00	0.108
333.00	0.112
332.00	0.113
331.00	0.115
330.00	0.120
329.00	0.120
328.00	0.123
327.00	0.125
326.00	0.126
325.00	0.131
324.00	0.132
323.00	0.132
322.00	0.138
321.00	0.139
320.00	0.141
319.00	0.144
318.00	0.145
317.00	0.150
316.00	0.151
315.00	0.151
314.00	0.157
313.00	0.158
312.00	0.161
311.00	0.164
310.00	0.165
309.00	0.171
308.00	0.172
307.00	0.175
306.00	0.179
305.00	0.182
304.00	0.187
303.00	0.189
302.00	0.191
301.00	0.198
300.00	0.201
299.00	0.204
298.00	0.209
297.00	0.211
296.00	0.216
295.00	0.219
294.00	0.224
293.00	0.229
292.00	0.232
291.00	0.237
290.00	0.243
289.00	0.250
288.00	0.255
287.00	0.260
286.00	0.267
285.00	0.272
284.00	0.280
283.00	0.282
282.00	0.289
281.00	0.296
280.00	0.303
279.00	0.314
278.00	0.322
277.00	0.329
276.00	0.338
275.00	0.346
274.00	0.355
273.00	0.363
272.00	0.372
271.00	0.382
270.00	0.391
269.00	0.403
268.00	0.414
267.00	0.425
266.00	0.437
265.00	0.448
264.00	0.462
263.00	0.474
262.00	0.487
261.00	0.501
260.00	0.514
259.00	0.528
258.00	0.537
257.00	0.549
256.00	0.566
255.00	0.577
254.00	0.590
253.00	0.602
252.00	0.611
251.00	0.622
250.00	0.631
249.00	0.642
248.00	0.648
247.00	0.654
246.00	0.662
245.00	0.669
244.00	0.673
243.00	0.678
242.00	0.683
241.00	0.688
240.00	0.694
239.00	0.697
238.00	0.700
237.00	0.707
236.00	0.713
235.00	0.719
234.00	0.726
233.00	0.730
232.00	0.741
231.00	0.754
230.00	0.770
229.00	0.790
228.00	0.807
227.00	0.823
226.00	0.836
225.00	0.841
224.00	0.812
223.00	0.733
222.00	0.560
221.00	0.442
220.00	0.356
219.00	0.315
218.00	0.337
217.00	0.254
216.00	0.253
215.00	0.264
214.00	0.195
213.00	0.235
212.00	0.161
211.00	0.159
210.00	0.214
209.00	0.090
208.00	0.101
207.00	0.061
206.00	0.062
205.00	0.083
204.00	0.065
203.00	0.076
202.00	0.022
201.00	0.036
200.00	-0.027
