םל	Ïמדכ.
386.00	0.035
385.00	0.035
384.00	0.034
383.00	0.035
382.00	0.035
381.00	0.035
380.00	0.035
379.00	0.035
378.00	0.036
377.00	0.036
376.00	0.035
375.00	0.036
374.00	0.035
373.00	0.035
372.00	0.035
371.00	0.036
370.00	0.035
369.00	0.037
368.00	0.038
367.00	0.037
366.00	0.039
365.00	0.036
364.00	0.037
363.00	0.038
362.00	0.038
361.00	0.039
360.00	0.040
359.00	0.037
358.00	0.039
357.00	0.034
356.00	0.037
355.00	0.038
354.00	0.037
353.00	0.040
352.00	0.042
351.00	0.043
350.00	0.045
349.00	0.045
348.00	0.048
347.00	0.047
346.00	0.046
345.00	0.048
344.00	0.049
343.00	0.046
342.00	0.047
341.00	0.049
340.00	0.047
339.00	0.048
338.00	0.048
337.00	0.048
336.00	0.050
335.00	0.049
334.00	0.049
333.00	0.052
332.00	0.052
331.00	0.050
330.00	0.053
329.00	0.054
328.00	0.052
327.00	0.053
326.00	0.055
325.00	0.055
324.00	0.056
323.00	0.056
322.00	0.055
321.00	0.057
320.00	0.056
319.00	0.055
318.00	0.057
317.00	0.057
316.00	0.056
315.00	0.056
314.00	0.058
313.00	0.057
312.00	0.058
311.00	0.060
310.00	0.060
309.00	0.061
308.00	0.061
307.00	0.062
306.00	0.062
305.00	0.065
304.00	0.066
303.00	0.066
302.00	0.066
301.00	0.070
300.00	0.069
299.00	0.071
298.00	0.074
297.00	0.076
296.00	0.078
295.00	0.080
294.00	0.083
293.00	0.085
292.00	0.087
291.00	0.091
290.00	0.096
289.00	0.101
288.00	0.106
287.00	0.111
286.00	0.116
285.00	0.122
284.00	0.130
283.00	0.133
282.00	0.139
281.00	0.147
280.00	0.155
279.00	0.165
278.00	0.173
277.00	0.182
276.00	0.190
275.00	0.199
274.00	0.208
273.00	0.218
272.00	0.226
271.00	0.234
270.00	0.245
269.00	0.255
268.00	0.266
267.00	0.277
266.00	0.288
265.00	0.299
264.00	0.310
263.00	0.323
262.00	0.334
261.00	0.345
260.00	0.358
259.00	0.369
258.00	0.377
257.00	0.388
256.00	0.400
255.00	0.409
254.00	0.418
253.00	0.425
252.00	0.432
251.00	0.440
250.00	0.443
249.00	0.449
248.00	0.454
247.00	0.456
246.00	0.460
245.00	0.463
244.00	0.466
243.00	0.470
242.00	0.473
241.00	0.477
240.00	0.482
239.00	0.488
238.00	0.494
237.00	0.503
236.00	0.513
235.00	0.523
234.00	0.536
233.00	0.543
232.00	0.559
231.00	0.577
230.00	0.598
229.00	0.626
228.00	0.650
227.00	0.675
226.00	0.695
225.00	0.728
224.00	0.746
223.00	0.629
222.00	0.505
221.00	0.414
220.00	0.371
219.00	0.297
218.00	0.297
217.00	0.240
216.00	0.183
215.00	0.244
214.00	0.209
213.00	0.237
212.00	0.218
211.00	0.124
210.00	0.144
209.00	0.075
208.00	0.091
207.00	0.068
206.00	0.165
205.00	0.132
204.00	0.108
203.00	0.072
202.00	-0.009
201.00	0.059
200.00	0.027
