םל	Ïמדכ.
549.00	0.004
548.00	0.004
547.00	0.004
546.00	0.004
545.00	0.004
544.00	0.004
543.00	0.004
542.00	0.004
541.00	0.005
540.00	0.005
539.00	0.005
538.00	0.004
537.00	0.005
536.00	0.005
535.00	0.005
534.00	0.005
533.00	0.005
532.00	0.005
531.00	0.005
530.00	0.005
529.00	0.005
528.00	0.005
527.00	0.005
526.00	0.005
525.00	0.005
524.00	0.005
523.00	0.005
522.00	0.005
521.00	0.005
520.00	0.006
519.00	0.005
518.00	0.006
517.00	0.006
516.00	0.006
515.00	0.005
514.00	0.006
513.00	0.006
512.00	0.006
511.00	0.006
510.00	0.006
509.00	0.006
508.00	0.006
507.00	0.007
506.00	0.007
505.00	0.007
504.00	0.007
503.00	0.007
502.00	0.007
501.00	0.007
500.00	0.008
499.00	0.008
498.00	0.008
497.00	0.009
496.00	0.009
495.00	0.009
494.00	0.008
493.00	0.009
492.00	0.010
491.00	0.010
490.00	0.010
489.00	0.011
488.00	0.010
487.00	0.011
486.00	0.011
485.00	0.012
484.00	0.012
483.00	0.012
482.00	0.013
481.00	0.013
480.00	0.013
479.00	0.013
478.00	0.014
477.00	0.014
476.00	0.015
475.00	0.015
474.00	0.016
473.00	0.016
472.00	0.017
471.00	0.017
470.00	0.017
469.00	0.018
468.00	0.018
467.00	0.019
466.00	0.020
465.00	0.020
464.00	0.020
463.00	0.020
462.00	0.021
461.00	0.022
460.00	0.023
459.00	0.023
458.00	0.023
457.00	0.024
456.00	0.025
455.00	0.025
454.00	0.025
453.00	0.026
452.00	0.026
451.00	0.027
450.00	0.028
449.00	0.028
448.00	0.028
447.00	0.029
446.00	0.029
445.00	0.029
444.00	0.030
443.00	0.030
442.00	0.030
441.00	0.031
440.00	0.031
439.00	0.032
438.00	0.032
437.00	0.033
436.00	0.033
435.00	0.033
434.00	0.034
433.00	0.033
432.00	0.034
431.00	0.034
430.00	0.034
429.00	0.035
428.00	0.035
427.00	0.035
426.00	0.036
425.00	0.036
424.00	0.036
423.00	0.036
422.00	0.036
421.00	0.036
420.00	0.036
419.00	0.036
418.00	0.036
417.00	0.037
416.00	0.037
415.00	0.036
414.00	0.037
413.00	0.037
412.00	0.036
411.00	0.036
410.00	0.036
409.00	0.036
408.00	0.036
407.00	0.036
406.00	0.035
405.00	0.035
404.00	0.035
403.00	0.035
402.00	0.035
401.00	0.034
400.00	0.034
399.00	0.033
398.00	0.034
397.00	0.033
396.00	0.033
395.00	0.033
394.00	0.033
393.00	0.032
392.00	0.032
391.00	0.032
390.00	0.031
389.00	0.031
388.00	0.032
387.00	0.032
386.00	0.031
385.00	0.032
384.00	0.031
383.00	0.032
382.00	0.032
381.00	0.033
380.00	0.033
379.00	0.032
378.00	0.033
377.00	0.035
376.00	0.035
375.00	0.034
374.00	0.034
373.00	0.036
372.00	0.036
371.00	0.039
370.00	0.037
369.00	0.038
368.00	0.040
367.00	0.041
366.00	0.041
365.00	0.042
364.00	0.043
363.00	0.045
362.00	0.045
361.00	0.045
360.00	0.048
359.00	0.048
358.00	0.049
357.00	0.048
356.00	0.050
355.00	0.051
354.00	0.050
353.00	0.054
352.00	0.060
351.00	0.057
350.00	0.056
349.00	0.061
348.00	0.066
347.00	0.063
346.00	0.064
345.00	0.069
344.00	0.068
343.00	0.065
342.00	0.069
341.00	0.072
340.00	0.072
339.00	0.074
338.00	0.078
337.00	0.077
336.00	0.079
335.00	0.082
334.00	0.081
333.00	0.083
332.00	0.087
331.00	0.087
330.00	0.088
329.00	0.094
328.00	0.094
327.00	0.093
326.00	0.098
325.00	0.100
324.00	0.099
323.00	0.102
322.00	0.107
321.00	0.108
320.00	0.108
319.00	0.110
318.00	0.112
317.00	0.113
316.00	0.115
315.00	0.118
314.00	0.119
313.00	0.123
312.00	0.125
311.00	0.126
310.00	0.130
309.00	0.133
308.00	0.132
307.00	0.136
306.00	0.139
305.00	0.141
304.00	0.146
303.00	0.149
302.00	0.150
301.00	0.155
300.00	0.159
299.00	0.160
298.00	0.162
297.00	0.168
296.00	0.170
295.00	0.175
294.00	0.180
293.00	0.182
292.00	0.186
291.00	0.190
290.00	0.195
289.00	0.200
288.00	0.206
287.00	0.211
286.00	0.217
285.00	0.223
284.00	0.229
283.00	0.233
282.00	0.239
281.00	0.244
280.00	0.252
279.00	0.261
278.00	0.267
277.00	0.276
276.00	0.282
275.00	0.291
274.00	0.301
273.00	0.309
272.00	0.317
271.00	0.326
270.00	0.335
269.00	0.344
268.00	0.357
267.00	0.366
266.00	0.376
265.00	0.388
264.00	0.399
263.00	0.412
262.00	0.425
261.00	0.438
260.00	0.453
259.00	0.466
258.00	0.475
257.00	0.487
256.00	0.503
255.00	0.515
254.00	0.529
253.00	0.541
252.00	0.552
251.00	0.562
250.00	0.571
249.00	0.581
248.00	0.590
247.00	0.599
246.00	0.604
245.00	0.610
244.00	0.617
243.00	0.624
242.00	0.631
241.00	0.635
240.00	0.641
239.00	0.645
238.00	0.651
237.00	0.659
236.00	0.666
235.00	0.675
234.00	0.684
233.00	0.690
232.00	0.702
231.00	0.721
230.00	0.742
229.00	0.772
228.00	0.805
227.00	0.836
226.00	0.879
225.00	0.901
224.00	0.926
223.00	0.773
222.00	0.548
221.00	0.378
220.00	0.383
219.00	0.310
218.00	0.334
217.00	0.274
216.00	0.225
215.00	0.228
214.00	0.209
213.00	0.252
212.00	0.143
211.00	0.159
210.00	0.149
209.00	0.086
208.00	0.085
207.00	0.088
206.00	0.051
205.00	0.100
204.00	0.019
203.00	0.019
202.00	0.025
201.00	-0.001
200.00	-0.003
